Software,RP Name,Software's Web Page,Software Documentation,Tutorials
Tcl,ACES,https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://www.tcl.tk/man/tcl8.5/tutorial/tcltutorial.html , https://tkdocs.com/tutorial/index.html , https://wiki.tcl-lang.org/page/Tcl+Tutorial+Lesson+0 , https://www.tcl.tk/about/language.html , https://www.tcl.tk/about/dos2unix.html , https://www.tcl.tk/about/netserver.html "
tcl-intel,DARWIN,,,
tcsh,DARWIN,https://www.tcsh.org/,https://linux.die.net/man/1/tcsh,"https://www.computerhope.com/unix/tcsh.htm , https://learnxinyminutes.com/docs/tcsh/ , https://www.tcsh.org/faq/ , https://web.archive.org/web/20161021170817/http://www.tcsh.org/TipsAndTricks "
Tecplot,OOKAMI,https://tecplot.com/,https://tecplot.com/documentation/,"https://tecplot.com/support/tecplot-training/ , https://tecplot.com/products/fieldview/tutorials/ "
TELEMAC-MASCARET,ACES,https://www.opentelemac.org/,http://wiki.opentelemac.org/doku.php?id=documentation_v8p5r0,"http://wiki.opentelemac.org/doku.php?id=programing_guide , https://gitlab.pam-retd.fr/otm/telemac-mascaret/-/tree/main/examples "
template,ACES,,,
tensorboard,"DARWIN, ACES, Bridges-2, Rockfish",https://www.tensorflow.org/tensorboard,https://github.com/tensorflow/tensorboard,"https://www.tensorflow.org/tensorboard/get_started , https://www.tensorflow.org/tensorboard/tensorboard_in_notebooks , https://github.com/tensorflow/tensorboard#frequently-asked-questions "
tensorboardX,ACES,https://github.com/lanpa/tensorboardX,https://tensorboardx.readthedocs.io/en/latest/tensorboard.html,"https://tensorboardx.readthedocs.io/en/latest/tutorial.html , https://github.com/lanpa/tensorboardX#example , https://github.com/lanpa/tensorboardX/tree/master/examples "
tensorflow,ACES,https://www.tensorflow.org/,https://www.tensorflow.org/guide,"https://www.tensorflow.org/guide/basics , https://www.tensorflow.org/tutorials , https://www.tensorflow.org/learn , https://colab.research.google.com/github/tensorflow/docs/blob/master/site/en/tutorials/quickstart/beginner.ipynb , https://www.tensorflow.org/resources/learn-ml , https://developers.google.com/machine-learning/crash-course/ , https://www.youtube.com/tensorflow "
TensorRT,Anvil,https://developer.nvidia.com/tensorrt,https://docs.nvidia.com/deeplearning/tensorrt/,"https://docs.nvidia.com/deeplearning/tensorrt/quick-start-guide/index.html , https://docs.nvidia.com/deeplearning/tensorrt/sample-support-guide/index.html , https://github.com/dusty-nv/jetson-inference , https://developer.nvidia.com/blog/speeding-up-deep-learning-inference-using-tensorrt/ "
tesseract,"Stampede-2, Anvil, Rockfish",https://github.com/tesseract-ocr/tesseract,https://tesseract-ocr.github.io/,"https://tesseract-ocr.github.io/tessdoc/Command-Line-Usage.html , https://tesseract-ocr.github.io/tessdoc/APIExample.html , https://tesseract-ocr.github.io/tessdoc/User-App-Example.html , https://tesseract-ocr.github.io/tessdoc/FAQ.html , https://github.com/tesseract-ocr/tessdoc/tree/main/examples , https://pyimagesearch.com/2017/07/10/using-tesseract-ocr-python/ , https://nanonets.com/blog/ocr-with-tesseract/ , https://medium.com/quantrium-tech/installing-and-using-tesseract-4-on-windows-10-4f7930313f82 "
texinfo,"ACES, Bridges-2",https://www.gnu.org/software/texinfo/,https://www.gnu.org/software/texinfo/manual/texinfo/,https://www.linuxjournal.com/article/2840
texlive,Bridges-2,https://www.tug.org/texlive/,https://www.tug.org/texlive/doc.html,"https://accelconf.web.cern.ch/workshop99/Proceedings/Goossens.pdf , https://www.youtube.com/watch?v=4cxWXrvUAXc "
Theano,ACES,https://github.com/Theano/Theano,https://github.com/Theano/Theano/tree/master/doc,https://github.com/Theano/Theano/tree/master/doc/tutorial
TIGER,"Anvil, ACES, Rockfish",https://github.com/sandialabs/TIGER,https://github.com/sandialabs/TIGER,https://academic.oup.com/nar/article/48/8/4052/5809164
time,Rockfish,https://www.gnu.org/software/time/,https://man7.org/linux/man-pages/man1/time.1.html,"https://www.baeldung.com/linux/time-command , https://www.cyberciti.biz/faq/unix-linux-time-command-examples-usage-syntax/ "
tk,ACES,https://www.tcl.tk/,https://www.tcl.tk/doc/,"https://tkdocs.com/tutorial/index.html,https://www.tutorialspoint.com/python/python_gui_programming.htm,https://www.tcl.tk/man/tcl8.6/TkCmd/contents.html"
tk-intel,"ACES, Bridges-2",,,
Tkinter,ACES,https://docs.python.org/3/library/tk.html,https://docs.python.org/3/library/tkinter.html,"https://docs.python.org/3/library/tkinter.html#a-hello-world-program , https://coderslegacy.com/python/python-gui/ , https://thinkingtkinter.sourceforge.net/ , https://tkdocs.com/tutorial/ , https://realpython.com/python-gui-tkinter/ , https://www.tutorialspoint.com/python/python_gui_programming.htm "
tmux,ACES,https://github.com/tmux/tmux,https://man.openbsd.org/tmux,"https://github.com/tmux/tmux/wiki/Getting-Started , https://github.com/tmux/tmux/wiki , https://github.com/tmux/tmux/wiki/FAQ , https://thoughtbot.com/blog/a-tmux-crash-course , https://tmuxcheatsheet.com/ , https://www.youtube.com/watch?v=BHhA_ZKjyxo "
torchsampler,ACES,https://pypi.org/project/torchsampler/,https://github.com/ufoym/imbalanced-dataset-sampler,https://github.com/ufoym/imbalanced-dataset-sampler/tree/master/examples
torchtext,"Anvil, Rockfish",https://pytorch.org/text/stable/,https://torchtext.readthedocs.io/en/latest/,"https://pytorch.org/text/stable/#getting-started , https://github.com/pytorch/text#tutorials , https://torchtext.readthedocs.io/en/latest/examples.html , https://pytorch.org/tutorials/beginner/transformer_tutorial.html , https://github.com/pytorch/text/tree/main/notebooks "
torchvision,ACES,https://pytorch.org/vision/stable/,https://github.com/pytorch/vision,"https://pytorch.org/vision/stable/transforms.html#start-here , https://pytorch.org/tutorials/intermediate/torchvision_tutorial.html , https://pytorch.org/vision/stable/auto_examples/ , https://github.com/pytorch/vision/tree/main/examples "
totalview,Bridges-2,https://totalview.io/products/totalview,https://help.totalview.io/current/HTML/,"https://help.totalview.io/current/HTML/#page/TotalView/GettingStarted.html , https://totalview.io/support/video-tutorials , https://help.totalview.io/current/PDFs/TotalView_Cheat_Sheet.pdf "
tqdm,"Stampede-2, ACES, Rockfish",https://github.com/tqdm/tqdm,https://tqdm.github.io/,"https://tqdm.github.io/video/ , https://github.com/tqdm/tqdm#usage , https://github.com/tqdm/tqdm/wiki , https://github.com/tqdm/tqdm#faq-and-known-issues "
transfig,Stampede-2,https://github.com/Distrotech/transfig,https://mcj.sourceforge.net/,https://mcj.sourceforge.net/frm_faq.html
trilinos,Rockfish,https://trilinos.github.io/,https://trilinos.github.io/documentation.html,"https://trilinos.github.io/getting_started.html , https://github.com/trilinos/Trilinos_tutorial/wiki/TrilinosHandsOnTutorial , https://github.com/trilinos/Trilinos/tree/master/sampleScripts , https://trilinos.github.io/pdfs/TrilinosUserGuide.pdf , https://www.youtube.com/channel/UCXUzjWRBdpPVBbJn8vFRc7w "
trim_galore,Bridges-2,https://www.bioinformatics.babraham.ac.uk/projects/trim_galore/,https://github.com/FelixKrueger/TrimGalore/blob/master/Docs/Trim_Galore_User_Guide.md,"https://docs.tinybio.cloud/docs/trim-galore-tutorial , https://hpc.nih.gov/apps/trimgalore.html , https://toolshed.g2.bx.psu.edu/repository/display_tool?repository_id=5399c3e263b33bd5&tool_config=%2Fsrv%2Ftoolshed-repos%2Fmain%2F000%2Frepo_464%2Ftrim_galore.xml&changeset_revision=cd7e644cae1d "
trimmomatic,Bridges-2,http://www.usadellab.org/cms/?page=trimmomatic,http://www.usadellab.org/cms/uploads/supplementary/Trimmomatic/TrimmomaticManual_V0.32.pdf,"https://github.com/usadellab/Trimmomatic#quick-start , https://bioinformatics-core-shared-training.github.io/cruk-summer-school-2021/RNAseq/Markdowns/S3_Trimming_Reads.html , https://hpc.nih.gov/apps/trimmomatic.html , https://www.youtube.com/watch?v=Op3W5TEej3k "
Trinity,Stampede-2,https://github.com/trinityrnaseq/trinityrnaseq,https://github.com/trinityrnaseq/trinityrnaseq/wiki,"https://www.broadinstitute.org/broade/trinity-screencast , https://github.com/trinityrnaseq/RNASeq_Trinity_Tuxedo_Workshop/wiki , https://biohpc.cornell.edu/lab/doc/trinity_workshop_part1.pdf , https://rnabio.org/module-06-trinity/0006/02/01/Trinity_Assembly_And_Analysis/ , https://docs.icer.msu.edu/Trinity_for_RNA-seq_de_novo_assembly/ "
tRNAscan-se,ACES,https://github.com/UCSC-LoweLab/tRNAscan-SE,https://gensoft.pasteur.fr/docs/trnascan/1.3.1/Manual.pdf,"http://gtrnadb.ucsc.edu/docs/tRNAgene/ , https://github.com/UCSC-LoweLab/tRNAscan-SE/tree/master/Demo , https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6768409/ , https://academic.oup.com/nar/article/49/16/9077/6355886 "
trng,ACES,https://www.numbercrunch.de/trng/,https://www.numbercrunch.de/trng/trng.pdf,
typing-extensions,ACES,https://pypi.org/project/typing-extensions/,https://typing-extensions.readthedocs.io/en/latest/,https://typing-extensions.readthedocs.io/en/latest/#runtime-use-of-types 
UCC,"Expanse, OOKAMI, Anvil, KyRIC, ACES, Rockfish",https://github.com/openucx/ucc,https://openucx.github.io/ucc/api/v1.2/html/,"https://openucx.github.io/ucc/wg_slides/ucc_am_2021.pdf , https://mug.mvapich.cse.ohio-state.edu/static/media/mug/presentations/21/gorentla_bureddy_ucc_sharp_mug21.pdf "
UCC-CUDA,ACES,,,
UCX,"Stampede-2, Anvil, ACES, Rockfish",https://openucx.org/,https://openucx.org/documentation/,"https://openucx.org/wp-content/uploads/2017/07/UCX_HOTI_Tutorial-Final_v1.pdf , https://www.youtube.com/watch?v=QJIgAGZayUA , https://github.com/openucx/ucx/tree/master/examples , https://www.youtube.com/watch?v=lD5CYMY840A , https://github.com/openucx/ucx/wiki "
UCX-CUDA,Anvil,,,
udunits,Stampede-2,https://www.unidata.ucar.edu/software/udunits/,https://docs.unidata.ucar.edu/udunits/current/,"https://docs.unidata.ucar.edu/udunits/current/udunits2prog.html , https://github.com/Unidata/UDUNITS-2/blob/master/lib/unitcore.c , https://linux.die.net/man/1/udunits "
udunits2,ACES,https://www.unidata.ucar.edu/software/udunits/,https://docs.unidata.ucar.edu/udunits/current/,https://www.unidata.ucar.edu/software/udunits/#help
umfpack,ACES,https://people.engr.tamu.edu/davis/suitesparse.html,https://users.encs.concordia.ca/~krzyzak/R%20Code-Communications%20in%20Statistics%20and%20Simulation%202014/Zubeh%F6r/SuiteSparse/UMFPACK/Doc/UserGuide.pdf,https://users.encs.concordia.ca/~krzyzak/R%20Code-Communications%20in%20Statistics%20and%20Simulation%202014/Zubeh%F6r/SuiteSparse/UMFPACK/Doc/QuickStart.pdf
UnZip,"OOKAMI, ACES",https://infozip.sourceforge.net/,https://linux.die.net/man/1/unzip,https://infozip.sourceforge.net/FAQ.html#UnZip
utf8proc,KyRIC,https://github.com/JuliaStrings/utf8proc,https://juliastrings.github.io/utf8proc/doc/,"https://github.com/JuliaStrings/utf8proc#quick-start , https://conan.io/center/recipes/utf8proc "
util-linux,KyRIC,https://github.com/util-linux/util-linux,https://github.com/util-linux/util-linux/blob/master/Documentation/00-about-docs.txt,"https://www.mankier.com/package/util-linux , https://wiki.gentoo.org/wiki/Util-linux , https://github.com/util-linux/util-linux/tree/master/Documentation/example.files"
util-linux-2.36-gcc-9.3.0-otku36t,KyRIC,,,
util-linux-uuid-2.36-gcc-9.3.0-syp6lh5,DARWIN,,,
util-macros-1.19.1-gcc-9.3.0-cpxnkry,"Stampede-2, Anvil, KyRIC, Rockfish",https://gitlab.freedesktop.org/xorg/util/macros,https://gitlab.freedesktop.org/xorg/util/macros/-/blob/master/INSTALL,https://gitlab.freedesktop.org/xorg/util/macros/-/blob/master/xorg-macros.m4.in
VALET,"DARWIN, Bridges-2",https://github.com/laravel/valet,https://laravel.com/docs/8.x/valet,
valgrind,Bridges-2,https://valgrind.org/,https://valgrind.org/docs/manual/,"https://valgrind.org/docs/manual/quick-start.html , https://valgrind.org/docs/manual/faq.html , https://tldp.org/HOWTO/Valgrind-HOWTO/ , https://web.stanford.edu/class/archive/cs/cs107/cs107.1174/guide_valgrind.html , https://ranger.uta.edu/~alex/courses/3318/resources/Valgrind_Minimal_Tutorial.pdf "
VASP,"Bridges-2, Rockfish",https://www.vasp.at/,https://www.vasp.at/wiki/index.php/The_VASP_Manual,"https://www.vasp.at/wiki/index.php/Welcome , https://www.vasp.at/tutorials/latest/ , https://www.vasp.at/wiki/index.php/Category:Examples , https://www.youtube.com/channel/UCBATkNZ7pkAXU9tx7GVhlaw "
VCF2MAF,Rockfish,https://github.com/mskcc/vcf2maf,https://github.com/mskcc/vcf2maf/blob/main/docs/vep_maf_readme.txt,"https://github.com/mskcc/vcf2maf#quick-start , https://hpc.nih.gov/apps/vcf2maf.html , https://docs.genomenexus.org/annotate-vcf-file "
vcftools,Rockfish,https://vcftools.github.io/index.html,https://vcftools.github.io/man_latest.html,"https://vcftools.github.io/examples.html , https://vcftools.github.io/documentation.html , https://vcftools.github.io/perl_examples.html , https://github.com/vcftools/vcftools/tree/master/examples "
velocyto,Bridges-2,https://velocyto.org/,https://velocyto.org/velocyto.py/,"https://velocyto.org/velocyto.py/tutorial/ , https://github.com/velocyto-team/velocyto-notebooks/tree/master/python "
vim,"OOKAMI, Stampede-2, Delta, Bridges-2",https://www.vim.org/,https://vimhelp.org/,"https://www.tutorialspoint.com/vim/index.htm,https://www.openvim.com/,https://learnvimscriptthehardway.stevelosh.com/,https://www.youtube.com/watch?v=ER5JYFKkYDg"
VisiData,"Stampede-2, ACES, Rockfish",https://www.visidata.org/,https://www.visidata.org/docs/,"https://www.visidata.org/man/ , https://jsvine.github.io/intro-to-visidata/ , https://www.visidata.org/docs/usage/ , https://www.youtube.com/watch?v=N1CBDTgGtOU "
Visit,ACES,https://visit-dav.github.io/visit-website/,https://visit-sphinx-github-user-manual.readthedocs.io/en/develop/,"https://visit-sphinx-github-user-manual.readthedocs.io/en/develop/getting_started/ , https://visit-sphinx-github-user-manual.readthedocs.io/en/develop/tutorials/ , https://www.visitusers.org/index.php?title=VisIt_Tutorial , https://visit-dav.github.io/visit-website/data/ , https://visitusers.org/index.php?title=Main_Page "
vmd,KyRIC,https://www.ks.uiuc.edu/Research/vmd/,https://www.ks.uiuc.edu/Research/vmd/current/docs.html,"https://www.ks.uiuc.edu/Training/Tutorials/ , https://www.ks.uiuc.edu/Research/vmd/vmd-1.9.4/ug/node15.html , https://www.ks.uiuc.edu/Research/vmd/vmd-1.9.4/ug/node168.html , https://www.ks.uiuc.edu/Research/vmd/vmd-1.9.4/ug/node207.html#SECTION001542300000000000000 "
Voro++,Rockfish,https://math.lbl.gov/voro++/,https://math.lbl.gov/voro++/doc/,"https://math.lbl.gov/voro++/examples/ , https://github.com/chr1shr/voro/tree/master/examples "
vpl,"Stampede-2, ACES",https://github.com/intel/libvpl,https://intel.github.io/libvpl/latest/,"https://www.intel.com/content/www/us/en/developer/articles/guide/get-started-with-the-oneapi-video-processing-library.html , https://www.intel.com/content/www/us/en/developer/videos/onevpl-programming-model-and-code-samples.html#gs.9rgdvr , https://github.com/intel/libvpl/tree/main/examples "
vscodeserver,"Stampede-2, KyRIC, ACES, Bridges-2",https://github.com/coder/code-server,https://coder.com/docs/code-server/latest,https://coder.com/docs/code-server/latest/guide
vtk,Rockfish,https://vtk.org/,https://docs.vtk.org/en/latest/,"https://docs.vtk.org/en/latest/getting_started/ , https://docs.vtk.org/en/latest/learning.html , https://examples.vtk.org/site/ , https://vtk.org/vtk-in-action/#videos , https://docs.vtk.org/en/latest/resources.html "
VTune,ACES,https://www.intel.com/content/www/us/en/developer/tools/oneapi/vtune-profiler.html#gs.61nhxj,https://www.intel.com/content/www/us/en/docs/vtune-profiler/user-guide/2024-1/introduction.html,"https://www.intel.com/content/www/us/en/docs/vtune-profiler/user-guide/2024-1/getting-started.html , https://www.intel.com/content/www/us/en/docs/vtune-profiler/user-guide/2024-1/tutorials-and-samples.html , https://github.com/oneapi-src/oneAPI-samples/tree/master/Tools/VTuneProfiler , https://www.intel.com/content/www/us/en/docs/vtune-profiler/cookbook/2024-1/overview.html "
wannier90,ACES,https://wannier.org/,https://wannier90.readthedocs.io/en/latest/,"https://wannier90.readthedocs.io/en/latest/tutorials/preliminaries/ , https://www.materialscloud.org/learn/sections/C8ad91/wannier90-v3-0-school-virtual-edition-2020 , https://wannier90.readthedocs.io/en/latest/user_guide/wannier90/sample_inputs/ , https://wannier90.readthedocs.io/en/latest/user_guide/appendices/utilities/ , https://wannier90.readthedocs.io/en/latest/user_guide/appendices/faq/ , https://github.com/wannier-developers/wannier90/tree/develop/tutorials "
Wayland,Delta,https://wayland.freedesktop.org/,https://wayland.freedesktop.org/docs/html/,"https://wayland-book.com/ , https://wayland.freedesktop.org/architecture.html "
WebProxy,Bridges-2,https://hprc.tamu.edu/kb/Software/WebProxy/,https://hprc.tamu.edu/kb/Software/WebProxy/#set-up-environment-variables,"https://hprc.tamu.edu/kb/Software/WebProxy/#set-up-proxy-in-the-browser , https://support.mozilla.org/en-US/kb/connection-settings-firefox"
westpa,"DARWIN, ACES",https://westpa.github.io/westpa/,https://westpa.readthedocs.io/en/latest/,"https://github.com/westpa/westpa/wiki/Getting-Started , https://github.com/westpa/westpa/wiki/User-Guide , https://github.com/westpa/westpa/wiki/Tutorials , https://github.com/westpa/westpa/wiki/Frequently-Asked-Questions , https://github.com/westpa/westpa/wiki "
